C:\Users\nidhimh\Documents\Occlusion\train\29.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\30.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\31.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\32.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\33.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\34.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\35.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\36.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\37.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\38.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\39.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\40.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\41.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\42.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\43.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\44.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\45.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\46.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\47.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\48.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\49.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\50.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\51.jpg,0,0,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\52.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\53.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\54.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\55.jpg,0,0,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\56.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\57.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\58.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\59.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\60.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\61.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\62.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\63.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\64.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\65.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\66.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\67.jpg,0,1,1,1,0
C:\Users\nidhimh\Documents\Occlusion\train\68.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\69.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\70.jpg,0,1,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\71.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\72.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\73.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\74.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\75.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\76.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\77.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\78.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\79.jpg,0,0,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\80.jpg,0,1,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\81.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\82.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\83.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\84.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\85.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\86.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\87.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\88.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\89.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\90.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\91.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\92.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\93.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\94.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\95.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\96.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\97.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\98.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\99.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\100.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\101.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\102.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\103.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\104.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\105.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\106.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\107.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\108.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\109.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\110.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\111.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\112.jpg,0,1,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\113.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\114.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\115.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\116.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\117.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\118.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\119.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\120.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\121.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\122.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\123.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\124.jpg,0,0,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\125.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\126.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\127.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\128.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\129.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\130.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\131.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\132.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\133.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\134.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\135.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\136.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\137.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\138.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\139.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\140.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\141.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\142.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\143.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\144.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\145.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\146.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\147.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\148.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\149.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\150.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\151.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\152.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\153.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\154.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\155.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\156.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\157.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\158.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\159.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\160.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\161.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\162.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\163.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\164.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\165.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\166.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\167.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\168.jpg,0,0,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\169.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\170.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\171.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\172.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\173.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\174.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\175.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\176.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\177.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\178.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\179.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\180.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\181.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\182.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\183.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\184.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\185.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\186.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\187.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\188.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\189.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\190.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\191.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\192.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\193.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\194.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\195.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\196.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\197.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\198.jpg,0,0,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\199.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\200.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\201.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\202.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\203.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\204.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\205.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\206.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\207.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\208.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\209.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\210.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\211.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\212.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\213.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\214.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\215.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\216.jpg,0,0,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\217.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\218.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\219.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\220.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\221.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\222.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\223.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\224.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\225.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\226.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\227.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\228.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\229.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\230.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\231.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\232.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\233.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\234.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\235.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\236.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\237.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\238.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\239.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\240.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\241.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\242.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\243.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\244.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\245.jpg,0,0,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\246.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\247.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\248.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\249.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\250.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\251.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\252.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\253.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\254.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\255.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\256.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\257.jpg,0,1,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\258.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\259.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\260.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\261.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\262.jpg,0,0,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\263.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\264.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\265.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\266.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\267.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\268.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\269.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\270.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\271.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\272.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\273.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\274.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\275.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\276.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\277.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\278.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\279.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\280.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\281.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\282.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\283.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\284.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\285.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\286.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\287.jpg,0,1,1,0,0
C:\Users\nidhimh\Documents\Occlusion\train\288.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\289.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\290.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\291.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\292.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\293.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\294.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\295.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\296.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\297.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\298.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\299.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\300.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\301.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\302.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\303.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\304.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\305.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\306.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\307.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\308.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\309.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\310.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\311.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\312.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\313.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\314.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\315.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\316.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\317.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\318.jpg,0,1,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\319.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\320.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\321.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\322.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\323.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\324.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\325.jpg,0,1,1,1,0
C:\Users\nidhimh\Documents\Occlusion\train\326.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\327.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\328.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\329.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\330.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\331.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\332.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\333.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\334.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\335.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\336.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\337.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\338.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\339.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\340.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\341.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\342.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\343.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\344.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\345.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\346.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\347.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\348.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\349.jpg,1,0,0,0,0
C:\Users\nidhimh\Documents\Occlusion\train\350.jpg,1,0,0,0,0
